Linux 6.8.0-60-generic (luna) 	07/06/2025 	_x86_64_	(224 CPU)

10:16:57 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:58 AM  118    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  119  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:16:58 AM  120    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  121   93.07    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  122    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:58 AM  123   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  124    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:58 AM  125   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  126   96.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.96
10:16:58 AM  127   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  128   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  129   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  130   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  131   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  132   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  133    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  134   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  135    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  136   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  137   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  138    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  139   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  140    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  141   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  142    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  143   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  144    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  145   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  146    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  147   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  148    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  149   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  150    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  151   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  152    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  153   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  154    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  155   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  156    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:58 AM  157   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  158    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  159   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  160    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  161   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  162    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  163   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  164   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  165   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  166    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  167   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  168    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  169   97.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:16:58 AM  170   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  171   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  172    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  173   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  174    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  175   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  176    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:58 AM  177   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  178    0.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:58 AM  179   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  180    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  181   93.14    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    5.88
10:16:58 AM  182   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  183   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:58 AM  184   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  185   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  186    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  187   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  188    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  189   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  190    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  191   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  192   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  193   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  194   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  195   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  196    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  197   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  198    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  199   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  200   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  201   93.14    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00    5.88
10:16:58 AM  202    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  203   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  204    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  205   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  206    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  207   94.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.94
10:16:58 AM  208    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  209   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  210   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  211   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  212   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  213   40.40    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   58.59
10:16:58 AM  214   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  215   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    3.00
10:16:58 AM  216   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    6.00
10:16:58 AM  217   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  218    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  219   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  220   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:58 AM  221   94.06    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00    4.95
10:16:58 AM  222    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:58 AM  223   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05

10:16:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:16:59 AM  all   48.41    0.00    0.08    0.00    0.00    0.00    0.00    0.00    0.00   51.52
10:16:59 AM    0   76.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   23.47
10:16:59 AM    1   86.87    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   13.13
10:16:59 AM    2   95.92    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.08
10:16:59 AM    3   13.40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   86.60
10:16:59 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM    6   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:59 AM    7   98.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00
10:16:59 AM    8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
10:16:59 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   10   95.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00    4.00
10:16:59 AM   11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   12   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:59 AM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   21   95.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00    3.00
10:16:59 AM   22    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   23   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:59 AM   24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   25    7.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   93.00
10:16:59 AM   26   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:59 AM   27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   28   95.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    4.04
10:16:59 AM   29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   30   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:59 AM   31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   32   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:59 AM   33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   34   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:59 AM   35    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
10:16:59 AM   36   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.00
10:16:59 AM   37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   38   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
10:16:59 AM   39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:16:59 AM   40   94.95    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.05
